event_id
19982_BGD
199848_PAK
199857_IDN
199857_MYS
199861_IND
199864_PAK
1998101_BGD
1998106_IND
1998159_VNM
1998164_BGD
1998178_IND
1998183_IND
1998184_PAK
1998203_BGD
1998217_IND
1998218_IDN
1998221_NPL
1998226_LKA
1998253_IND
1998262_IND
1998282_NPL
1998313_IND
1998316_VNM
1998355_IDN
1998372_MYS
1998373_BGD
1998374_VNM
1998379_IND
1998392_IND
1998403_IDN
1998434_VNM
1998438_BGD
1998439_IND
1998447_BGD
1998449_IND
1998450_IND
1998455_IND
1998579_PAK
1998583_IDN
1998612_LKA
19989062_MYS
19992_IDN
19993_MYS
19997_IDN
199981_THA
199990_PAK
199999_IND
1999105_BGD
1999115_BGD
1999117_BTN
1999121_IND
1999125_IND
1999131_PAK
1999156_NPL
1999161_LKA
1999177_IND
1999178_PAK
1999189_BGD
1999213_IND
1999220_NPL
1999225_BGD
1999228_BGD
1999244_VNM
1999259_KHM
1999262_PAK
1999269_THA
1999277_BGD
1999342_IDN
1999353_THA
1999354_MMR
1999357_PAK
1999371_IND
1999401_IND
1999425_IND
1999427_THA
1999428_VNM
1999437_KHM
1999532_BGD
1999568_IDN
1999574_VNM
1999576_BGD
1999589_IDN
1999599_THA
1999616_THA
1999637_VNM
1999730_BGD
1999734_BGD
1999736_BGD
1999738_BGD
19999037_LAO
19999037_THA
19999084_VNM
19999122_PAK
20003_BGD
200020_IND
200023_BGD
200082_IDN
2000117_IDN
2000146_BGD
2000211_BGD
2000223_IND
2000229_BGD
2000230_IDN
2000258_IDN
2000283_BGD
2000293_IDN
2000294_BGD
2000323_IND
2000332_IND
2000351_PAK
2000358_IND
2000361_VNM
2000373_BGD
2000401_THA
2000408_VNM
2000415_IND
2000438_KHM
2000439_VNM
2000444_IND
2000445_IND
2000446_THA
2000448_VNM
2000449_IDN
2000469_IDN
2000476_NPL
2000484_BTN
2000498_IND
2000518_VNM
2000534_IND
2000539_THA
2000540_VNM
2000541_VNM
2000542_VNM
2000555_BGD
2000582_VNM
2000583_LAO
2000610_IND
2000613_LKA
2000617_BGD
2000631_BGD
2000680_VNM
2000683_MYS
2000701_IDN
2000713_BGD
2000721_IDN
2000738_IND
2000741_LKA
2000748_VNM
2000755_THA
2000761_IDN
2000762_IDN
2000770_IDN
2000774_MYS
2000777_THA
2000785_IND
2000791_IDN
2000831_LKA
20009222_IND
200111_IND
200126_PAK
200133_IND
200133_PAK
200141_IDN
200146_IDN
200149_LKA
200151_IDN
2001176_THA
2001187_THA
2001198_BGD
2001202_BGD
2001243_IND
2001267_PAK
2001273_BGD
2001298_NPL
2001308_THA
2001318_VNM
2001328_PAK
2001332_IND
2001337_IND
2001349_IND
2001357_THA
2001361_VNM
2001376_PAK
2001387_IND
2001393_BGD
